ORF,Gene,URL
YJR049C,UTR1,https://www.yeastgenome.org/locus/S000003810
YJR050W,ISY1,https://www.yeastgenome.org/locus/S000003811
YJR051W,OSM1,https://www.yeastgenome.org/locus/S000003812
YJR052W,RAD7,https://www.yeastgenome.org/locus/S000003813
YJR053W,BFA1,https://www.yeastgenome.org/locus/S000003814
YJR054W,KCH1,https://www.yeastgenome.org/locus/S000003815
YJR055W,HIT1,https://www.yeastgenome.org/locus/S000003816
YJR056C,YJR056C,https://www.yeastgenome.org/locus/S000003817
YJR057W,CDC8,https://www.yeastgenome.org/locus/S000003818
YJR058C,APS2,https://www.yeastgenome.org/locus/S000003819
YJR059W,PTK2,https://www.yeastgenome.org/locus/S000003820
YJR060W,CBF1,https://www.yeastgenome.org/locus/S000003821
YJR061W,MNN14,https://www.yeastgenome.org/locus/S000003822
YJR062C,NTA1,https://www.yeastgenome.org/locus/S000003823
YJR063W,RPA12,https://www.yeastgenome.org/locus/S000003824
YJR064W,CCT5,https://www.yeastgenome.org/locus/S000003825
YJR065C,ARP3,https://www.yeastgenome.org/locus/S000003826
YJR066W,TOR1,https://www.yeastgenome.org/locus/S000003827
YJR067C,YAE1,https://www.yeastgenome.org/locus/S000003828
YJR068W,RFC2,https://www.yeastgenome.org/locus/S000003829
YJR069C,HAM1,https://www.yeastgenome.org/locus/S000003830
YJR070C,LIA1,https://www.yeastgenome.org/locus/S000003831
YJR071W,YJR071W,https://www.yeastgenome.org/locus/S000003832
YJR072C,NPA3,https://www.yeastgenome.org/locus/S000003833
YJR073C,OPI3,https://www.yeastgenome.org/locus/S000003834
YJR074W,MOG1,https://www.yeastgenome.org/locus/S000003835
YJR075W,HOC1,https://www.yeastgenome.org/locus/S000003836
YJR076C,CDC11,https://www.yeastgenome.org/locus/S000003837
YJR077C,MIR1,https://www.yeastgenome.org/locus/S000003838
YJR078W,BNA2,https://www.yeastgenome.org/locus/S000003839
YJR080C,AIM24,https://www.yeastgenome.org/locus/S000003841
YJR082C,EAF6,https://www.yeastgenome.org/locus/S000003842
YJR083C,ACF4,https://www.yeastgenome.org/locus/S000003843
YJR084W,YJR084W,https://www.yeastgenome.org/locus/S000003844
YJR085C,TMH11,https://www.yeastgenome.org/locus/S000003845
YJR086W,STE18,https://www.yeastgenome.org/locus/S000003846
YJR087W,YJR087W,https://www.yeastgenome.org/locus/S000003847
YJR088C,EMC2,https://www.yeastgenome.org/locus/S000003848
YJR089W,BIR1,https://www.yeastgenome.org/locus/S000003849
YJR090C,GRR1,https://www.yeastgenome.org/locus/S000003850
YJR091C,JSN1,https://www.yeastgenome.org/locus/S000003851
YJR092W,BUD4,https://www.yeastgenome.org/locus/S000003852
YJR093C,FIP1,https://www.yeastgenome.org/locus/S000003853
YJR094C,IME1,https://www.yeastgenome.org/locus/S000003854
YJR095W,SFC1,https://www.yeastgenome.org/locus/S000003856
YJR096W,YJR096W,https://www.yeastgenome.org/locus/S000003857
YJR097W,JJJ3,https://www.yeastgenome.org/locus/S000003858
YJR098C,YJR098C,https://www.yeastgenome.org/locus/S000003859
YJR099W,YUH1,https://www.yeastgenome.org/locus/S000003860
YJR100C,AIM25,https://www.yeastgenome.org/locus/S000003861
YJR101W,RSM26,https://www.yeastgenome.org/locus/S000003862
YJR102C,VPS25,https://www.yeastgenome.org/locus/S000003863
YJR103W,URA8,https://www.yeastgenome.org/locus/S000003864
YJR104C,SOD1,https://www.yeastgenome.org/locus/S000003865
YJR105W,ADO1,https://www.yeastgenome.org/locus/S000003866
YJR106W,ECM27,https://www.yeastgenome.org/locus/S000003867
YJR107W,LIH1,https://www.yeastgenome.org/locus/S000003868
YJR108W,ABM1,https://www.yeastgenome.org/locus/S000003869
YJR109C,CPA2,https://www.yeastgenome.org/locus/S000003870
YJR110W,YMR1,https://www.yeastgenome.org/locus/S000003871
YJR111C,PXP2,https://www.yeastgenome.org/locus/S000003872
YJR112W,NNF1,https://www.yeastgenome.org/locus/S000003873
YJR113C,RSM7,https://www.yeastgenome.org/locus/S000003874
YJR114W,YJR114W,https://www.yeastgenome.org/locus/S000003875
YJR115W,YJR115W,https://www.yeastgenome.org/locus/S000003876
YJR116W,TDA4,https://www.yeastgenome.org/locus/S000003877
YJR117W,STE24,https://www.yeastgenome.org/locus/S000003878
YJR118C,ILM1,https://www.yeastgenome.org/locus/S000003879
YJR119C,JHD2,https://www.yeastgenome.org/locus/S000003880
YJR120W,YJR120W,https://www.yeastgenome.org/locus/S000003881
YJR121W,ATP2,https://www.yeastgenome.org/locus/S000003882
YJR122W,IBA57,https://www.yeastgenome.org/locus/S000003883
YJR123W,RPS5,https://www.yeastgenome.org/locus/S000003884
YJR124C,YJR124C,https://www.yeastgenome.org/locus/S000003885
YJR125C,ENT3,https://www.yeastgenome.org/locus/S000003886
YJR126C,VPS70,https://www.yeastgenome.org/locus/S000003887
YJR127C,RSF2,https://www.yeastgenome.org/locus/S000003888
YJR128W,YJR128W,https://www.yeastgenome.org/locus/S000003889
YJR129C,EFM3,https://www.yeastgenome.org/locus/S000003890
YJR130C,STR2,https://www.yeastgenome.org/locus/S000003891
YJR131W,MNS1,https://www.yeastgenome.org/locus/S000003892
YJR132W,NMD5,https://www.yeastgenome.org/locus/S000003893
YJR133W,XPT1,https://www.yeastgenome.org/locus/S000003894
YJR134C,SGM1,https://www.yeastgenome.org/locus/S000003895
YJR135C,MCM22,https://www.yeastgenome.org/locus/S000003896
YJR136C,TTI2,https://www.yeastgenome.org/locus/S000003897
YJR137C,MET5,https://www.yeastgenome.org/locus/S000003898
YJR138W,IML1,https://www.yeastgenome.org/locus/S000003899
YJR139C,HOM6,https://www.yeastgenome.org/locus/S000003900
YJR140C,HIR3,https://www.yeastgenome.org/locus/S000003901
YJR141W,IPA1,https://www.yeastgenome.org/locus/S000003902
YJR142W,YJR142W,https://www.yeastgenome.org/locus/S000003903
YJR143C,PMT4,https://www.yeastgenome.org/locus/S000003904
YJR144W,MGM101,https://www.yeastgenome.org/locus/S000003905
YJR146W,YJR146W,https://www.yeastgenome.org/locus/S000003907
YJR147W,HMS2,https://www.yeastgenome.org/locus/S000003908
YJR148W,BAT2,https://www.yeastgenome.org/locus/S000003909
YJR149W,YJR149W,https://www.yeastgenome.org/locus/S000003910
YJR150C,DAN1,https://www.yeastgenome.org/locus/S000003911
YJR151C,DAN4,https://www.yeastgenome.org/locus/S000003912
YJR152W,DAL5,https://www.yeastgenome.org/locus/S000003913
YJR153W,PGU1,https://www.yeastgenome.org/locus/S000003914
YJR154W,YJR154W,https://www.yeastgenome.org/locus/S000003915
YJR155W,AAD10,https://www.yeastgenome.org/locus/S000003916
YJR156C,THI11,https://www.yeastgenome.org/locus/S000003917
YJR157W,YJR157W,https://www.yeastgenome.org/locus/S000003918
YJR158W,HXT16,https://www.yeastgenome.org/locus/S000003919
YJR159W,SOR1,https://www.yeastgenome.org/locus/S000003920
YJR160C,MPH3,https://www.yeastgenome.org/locus/S000003921
YJR161C,COS5,https://www.yeastgenome.org/locus/S000003922
YJR162C,YJR162C,https://www.yeastgenome.org/locus/S000003923
YKL001C,MET14,https://www.yeastgenome.org/locus/S000001484
YKL003C,MRP17,https://www.yeastgenome.org/locus/S000001486
YKL004W,AUR1,https://www.yeastgenome.org/locus/S000001487
YKL005C,BYE1,https://www.yeastgenome.org/locus/S000001488
YKL007W,CAP1,https://www.yeastgenome.org/locus/S000001490
YKL008C,LAC1,https://www.yeastgenome.org/locus/S000001491
YKL009W,MRT4,https://www.yeastgenome.org/locus/S000001492
YKL010C,UFD4,https://www.yeastgenome.org/locus/S000001493
YKL011C,CCE1,https://www.yeastgenome.org/locus/S000001494
YKL012W,PRP40,https://www.yeastgenome.org/locus/S000001495
YKL013C,ARC19,https://www.yeastgenome.org/locus/S000001496
YKL014C,URB1,https://www.yeastgenome.org/locus/S000001497
YKL015W,PUT3,https://www.yeastgenome.org/locus/S000001498
YKL016C,ATP7,https://www.yeastgenome.org/locus/S000001499
YKL017C,HCS1,https://www.yeastgenome.org/locus/S000001500
YKL018W,SWD2,https://www.yeastgenome.org/locus/S000001501
YKL019W,RAM2,https://www.yeastgenome.org/locus/S000001502
YKL020C,SPT23,https://www.yeastgenome.org/locus/S000001503
YKL021C,MAK11,https://www.yeastgenome.org/locus/S000001504
YKL022C,CDC16,https://www.yeastgenome.org/locus/S000001505
YKL023W,YKL023W,https://www.yeastgenome.org/locus/S000001506
YKL024C,URA6,https://www.yeastgenome.org/locus/S000001507
YKL025C,PAN3,https://www.yeastgenome.org/locus/S000001508
YKL026C,GPX1,https://www.yeastgenome.org/locus/S000001509
YKL027W,TCD2,https://www.yeastgenome.org/locus/S000001510
YKL028W,TFA1,https://www.yeastgenome.org/locus/S000001511
YKL029C,MAE1,https://www.yeastgenome.org/locus/S000001512
YKL030W,YKL030W,https://www.yeastgenome.org/locus/S000001513
YKL031W,YKL031W,https://www.yeastgenome.org/locus/S000001514
YKL032C,IXR1,https://www.yeastgenome.org/locus/S000001515
YKL033W,TTI1,https://www.yeastgenome.org/locus/S000001516
YKL034W,TUL1,https://www.yeastgenome.org/locus/S000001517
YKL035W,UGP1,https://www.yeastgenome.org/locus/S000001518
YKL036C,YKL036C,https://www.yeastgenome.org/locus/S000001519
YKL037W,AIM26,https://www.yeastgenome.org/locus/S000001520
YKL038W,RGT1,https://www.yeastgenome.org/locus/S000001521
YKL039W,PTM1,https://www.yeastgenome.org/locus/S000001522
YKL040C,NFU1,https://www.yeastgenome.org/locus/S000001523
YKL041W,VPS24,https://www.yeastgenome.org/locus/S000001524
YKL042W,SPC42,https://www.yeastgenome.org/locus/S000001525
YKL043W,PHD1,https://www.yeastgenome.org/locus/S000001526
YKL044W,MMO1,https://www.yeastgenome.org/locus/S000001527
YKL045W,PRI2,https://www.yeastgenome.org/locus/S000001528
YKL046C,DCW1,https://www.yeastgenome.org/locus/S000001529
YKL047W,ANR2,https://www.yeastgenome.org/locus/S000001530
YKL048C,ELM1,https://www.yeastgenome.org/locus/S000001531
YKL049C,CSE4,https://www.yeastgenome.org/locus/S000001532
YKL050C,YKL050C,https://www.yeastgenome.org/locus/S000001533
YKL051W,SFK1,https://www.yeastgenome.org/locus/S000001534
YKL052C,ASK1,https://www.yeastgenome.org/locus/S000001535
YKL053W,YKL053W,https://www.yeastgenome.org/locus/S000001536
YKL054C,DEF1,https://www.yeastgenome.org/locus/S000001537
YKL055C,OAR1,https://www.yeastgenome.org/locus/S000001538
YKL056C,TMA19,https://www.yeastgenome.org/locus/S000001539
YKL057C,NUP120,https://www.yeastgenome.org/locus/S000001540
YKL058W,TOA2,https://www.yeastgenome.org/locus/S000001541
YKL059C,MPE1,https://www.yeastgenome.org/locus/S000001542
YKL060C,FBA1,https://www.yeastgenome.org/locus/S000001543
YKL061W,BLI1,https://www.yeastgenome.org/locus/S000001544
YKL062W,MSN4,https://www.yeastgenome.org/locus/S000001545
YKL063C,YKL063C,https://www.yeastgenome.org/locus/S000001546
YKL064W,MNR2,https://www.yeastgenome.org/locus/S000001547
YKL065C,YET1,https://www.yeastgenome.org/locus/S000001548
YKL066W,YKL066W,https://www.yeastgenome.org/locus/S000001549
YKL067W,YNK1,https://www.yeastgenome.org/locus/S000001550
YKL068W,NUP100,https://www.yeastgenome.org/locus/S000001551
YKL069W,YKL069W,https://www.yeastgenome.org/locus/S000001552
YKL070W,YKL070W,https://www.yeastgenome.org/locus/S000001553
YKL071W,YKL071W,https://www.yeastgenome.org/locus/S000001554
YKL072W,STB6,https://www.yeastgenome.org/locus/S000001555
YKL073W,LHS1,https://www.yeastgenome.org/locus/S000001556
YKL074C,MUD2,https://www.yeastgenome.org/locus/S000001557
YKL075C,YKL075C,https://www.yeastgenome.org/locus/S000001558
YKL076C,YKL076C,https://www.yeastgenome.org/locus/S000001559
YKL077W,PSG1,https://www.yeastgenome.org/locus/S000001560
YKL078W,DHR2,https://www.yeastgenome.org/locus/S000001561
YKL079W,SMY1,https://www.yeastgenome.org/locus/S000001562
YKL080W,VMA5,https://www.yeastgenome.org/locus/S000001563
YKL082C,RRP14,https://www.yeastgenome.org/locus/S000001565
YKL083W,YKL083W,https://www.yeastgenome.org/locus/S000001566
YKL084W,HOT13,https://www.yeastgenome.org/locus/S000001567
YKL085W,MDH1,https://www.yeastgenome.org/locus/S000001568
YKL086W,SRX1,https://www.yeastgenome.org/locus/S000001569
YKL087C,CYT2,https://www.yeastgenome.org/locus/S000001570
YKL088W,CAB3,https://www.yeastgenome.org/locus/S000001571
YKL089W,MIF2,https://www.yeastgenome.org/locus/S000001572
YKL090W,CUE2,https://www.yeastgenome.org/locus/S000001573
YKL091C,YKL091C,https://www.yeastgenome.org/locus/S000001574
YKL092C,BUD2,https://www.yeastgenome.org/locus/S000001575
YKL093W,MBR1,https://www.yeastgenome.org/locus/S000001576
YKL094W,YJU3,https://www.yeastgenome.org/locus/S000001577
YKL095W,YJU2,https://www.yeastgenome.org/locus/S000001578
YKL096W,CWP1,https://www.yeastgenome.org/locus/S000001579
YKL097C,YKL097C,https://www.yeastgenome.org/locus/S000001580
YKL098W,MTC2,https://www.yeastgenome.org/locus/S000001581
YKL099C,UTP11,https://www.yeastgenome.org/locus/S000001582
YKL100C,YPF1,https://www.yeastgenome.org/locus/S000001583
YKL101W,HSL1,https://www.yeastgenome.org/locus/S000001584
YKL102C,YKL102C,https://www.yeastgenome.org/locus/S000001585
YKL103C,APE1,https://www.yeastgenome.org/locus/S000001586
YKL104C,GFA1,https://www.yeastgenome.org/locus/S000001587
YKL105C,SEG2,https://www.yeastgenome.org/locus/S000001588
YKL106W,AAT1,https://www.yeastgenome.org/locus/S000001589
YKL107W,YKL107W,https://www.yeastgenome.org/locus/S000001590
YKL108W,SLD2,https://www.yeastgenome.org/locus/S000001591
YKL109W,HAP4,https://www.yeastgenome.org/locus/S000001592
YKL110C,KTI12,https://www.yeastgenome.org/locus/S000001593
YKL111C,YKL111C,https://www.yeastgenome.org/locus/S000001594
YKL112W,ABF1,https://www.yeastgenome.org/locus/S000001595
YKL113C,RAD27,https://www.yeastgenome.org/locus/S000001596
YKL114C,APN1,https://www.yeastgenome.org/locus/S000001597
YKL115C,YKL115C,https://www.yeastgenome.org/locus/S000001598
YKL116C,PRR1,https://www.yeastgenome.org/locus/S000001599
YKL117W,SBA1,https://www.yeastgenome.org/locus/S000001600
YKL118W,YKL118W,https://www.yeastgenome.org/locus/S000001601
YKL119C,VPH2,https://www.yeastgenome.org/locus/S000001602
YKL120W,OAC1,https://www.yeastgenome.org/locus/S000001603
YKL121W,DGR2,https://www.yeastgenome.org/locus/S000001604
YKL122C,SRP21,https://www.yeastgenome.org/locus/S000001605
YKL123W,YKL123W,https://www.yeastgenome.org/locus/S000001606
YKL124W,SSH4,https://www.yeastgenome.org/locus/S000001607
YKL125W,RRN3,https://www.yeastgenome.org/locus/S000001608
YKL126W,YPK1,https://www.yeastgenome.org/locus/S000001609
YKL127W,PGM1,https://www.yeastgenome.org/locus/S000001610
YKL128C,PMU1,https://www.yeastgenome.org/locus/S000001611
YKL129C,MYO3,https://www.yeastgenome.org/locus/S000001612
YKL130C,SHE2,https://www.yeastgenome.org/locus/S000001613
YKL131W,YKL131W,https://www.yeastgenome.org/locus/S000001614
YKL132C,RMA1,https://www.yeastgenome.org/locus/S000001615
YKL133C,RCI50,https://www.yeastgenome.org/locus/S000001616
YKL134C,1-Oct,https://www.yeastgenome.org/locus/S000001617
YKL135C,APL2,https://www.yeastgenome.org/locus/S000001618
YKL136W,YKL136W,https://www.yeastgenome.org/locus/S000001619
YKL137W,CMC1,https://www.yeastgenome.org/locus/S000001620
YKL138C,MRPL31,https://www.yeastgenome.org/locus/S000001621
YKL139W,CTK1,https://www.yeastgenome.org/locus/S000001622
YKL140W,TGL1,https://www.yeastgenome.org/locus/S000001623
YKL141W,SDH3,https://www.yeastgenome.org/locus/S000001624
YKL142W,MRP8,https://www.yeastgenome.org/locus/S000001625
YKL143W,LTV1,https://www.yeastgenome.org/locus/S000001626
YKL144C,RPC25,https://www.yeastgenome.org/locus/S000001627
YKL145W,RPT1,https://www.yeastgenome.org/locus/S000001628
YKL146W,AVT3,https://www.yeastgenome.org/locus/S000001629
YKL147C,YKL147C,https://www.yeastgenome.org/locus/S000001630
YKL148C,SDH1,https://www.yeastgenome.org/locus/S000001631
YKL149C,DBR1,https://www.yeastgenome.org/locus/S000001632
YKL150W,MCR1,https://www.yeastgenome.org/locus/S000001633
YKL151C,NNR2,https://www.yeastgenome.org/locus/S000001634
YKL152C,GPM1,https://www.yeastgenome.org/locus/S000001635
YKL153W,YKL153W,https://www.yeastgenome.org/locus/S000001636
YKL154W,SRP102,https://www.yeastgenome.org/locus/S000001637
YKL155C,RSM22,https://www.yeastgenome.org/locus/S000001638
YKL159C,RCN1,https://www.yeastgenome.org/locus/S000001642
YKL160W,ELF1,https://www.yeastgenome.org/locus/S000001643
YKL161C,KDX1,https://www.yeastgenome.org/locus/S000001644
YKL162C,YKL162C,https://www.yeastgenome.org/locus/S000001645
YKL163W,PIR3,https://www.yeastgenome.org/locus/S000001646
YKL164C,PIR1,https://www.yeastgenome.org/locus/S000001647
YKL165C,MCD4,https://www.yeastgenome.org/locus/S000001648
YKL166C,TPK3,https://www.yeastgenome.org/locus/S000001649
YKL167C,MRP49,https://www.yeastgenome.org/locus/S000001650
YKL168C,KKQ8,https://www.yeastgenome.org/locus/S000001651
YKL169C,YKL169C,https://www.yeastgenome.org/locus/S000001652
YKL170W,MRPL38,https://www.yeastgenome.org/locus/S000001653
YKL171W,NNK1,https://www.yeastgenome.org/locus/S000001654
YKL172W,EBP2,https://www.yeastgenome.org/locus/S000001655
YKL173W,SNU114,https://www.yeastgenome.org/locus/S000001656
YKL174C,TPO5,https://www.yeastgenome.org/locus/S000001657
YKL175W,ZRT3,https://www.yeastgenome.org/locus/S000001658
YKL176C,LST4,https://www.yeastgenome.org/locus/S000001659
YKL177W,YKL177W,https://www.yeastgenome.org/locus/S000001660
YKL178C,STE3,https://www.yeastgenome.org/locus/S000001661
YKL179C,COY1,https://www.yeastgenome.org/locus/S000001662
YKL181W,PRS1,https://www.yeastgenome.org/locus/S000001664
YKL182W,FAS1,https://www.yeastgenome.org/locus/S000001665
YKL183W,LOT5,https://www.yeastgenome.org/locus/S000001666
YKL184W,SPE1,https://www.yeastgenome.org/locus/S000001667
YKL185W,ASH1,https://www.yeastgenome.org/locus/S000001668
YKL186C,MTR2,https://www.yeastgenome.org/locus/S000001669
YKL187C,FAT3,https://www.yeastgenome.org/locus/S000001670
YKL188C,PXA2,https://www.yeastgenome.org/locus/S000001671
YKL189W,HYM1,https://www.yeastgenome.org/locus/S000001672
YKL191W,DPH2,https://www.yeastgenome.org/locus/S000001674
YKL192C,ACP1,https://www.yeastgenome.org/locus/S000001675
YKL193C,SDS22,https://www.yeastgenome.org/locus/S000001676
YKL194C,MST1,https://www.yeastgenome.org/locus/S000001677
YKL195W,MIA40,https://www.yeastgenome.org/locus/S000001678
YKL196C,YKT6,https://www.yeastgenome.org/locus/S000001679
YKL197C,PEX1,https://www.yeastgenome.org/locus/S000001680
YKL198C,PTK1,https://www.yeastgenome.org/locus/S000001681
YKL201C,MNN4,https://www.yeastgenome.org/locus/S000001684
YKL202W,YKL202W,https://www.yeastgenome.org/locus/S000001685
YKL203C,TOR2,https://www.yeastgenome.org/locus/S000001686
YKL204W,EAP1,https://www.yeastgenome.org/locus/S000001687
YKL205W,LOS1,https://www.yeastgenome.org/locus/S000001688
YKL206C,ADD66,https://www.yeastgenome.org/locus/S000001689
YKL207W,EMC3,https://www.yeastgenome.org/locus/S000001690
YKL208W,CBT1,https://www.yeastgenome.org/locus/S000001691
YKL209C,STE6,https://www.yeastgenome.org/locus/S000001692
YKL210W,UBA1,https://www.yeastgenome.org/locus/S000001693
YKL211C,TRP3,https://www.yeastgenome.org/locus/S000001694
YKL212W,SAC1,https://www.yeastgenome.org/locus/S000001695
YKL213C,DOA1,https://www.yeastgenome.org/locus/S000001696
YKL214C,YRA2,https://www.yeastgenome.org/locus/S000001697
YKL215C,OXP1,https://www.yeastgenome.org/locus/S000001698
YKL216W,URA1,https://www.yeastgenome.org/locus/S000001699
YKL217W,JEN1,https://www.yeastgenome.org/locus/S000001700
YKL218C,SRY1,https://www.yeastgenome.org/locus/S000001701
YKL219W,COS9,https://www.yeastgenome.org/locus/S000001702
YKL220C,FRE2,https://www.yeastgenome.org/locus/S000001703
YKL221W,MCH2,https://www.yeastgenome.org/locus/S000001704
YKL222C,YKL222C,https://www.yeastgenome.org/locus/S000001705
YKL223W,YKL223W,https://www.yeastgenome.org/locus/S000001706
YKL224C,PAU16,https://www.yeastgenome.org/locus/S000001707
YKL225W,YKL225W,https://www.yeastgenome.org/locus/S000001708
YKR001C,VPS1,https://www.yeastgenome.org/locus/S000001709
YKR002W,PAP1,https://www.yeastgenome.org/locus/S000001710
YKR003W,OSH6,https://www.yeastgenome.org/locus/S000001711
YKR006C,MRPL13,https://www.yeastgenome.org/locus/S000001714
YKR007W,MEH1,https://www.yeastgenome.org/locus/S000001715
YKR008W,RSC4,https://www.yeastgenome.org/locus/S000001716
YKR009C,FOX2,https://www.yeastgenome.org/locus/S000001717
YKR010C,TOF2,https://www.yeastgenome.org/locus/S000001718
YKR011C,YKR011C,https://www.yeastgenome.org/locus/S000001719
YKR012C,YKR012C,https://www.yeastgenome.org/locus/S000001720
YKR013W,PRY2,https://www.yeastgenome.org/locus/S000001721
YKR014C,YPT52,https://www.yeastgenome.org/locus/S000001722
YKR015C,YKR015C,https://www.yeastgenome.org/locus/S000001723
YKR016W,MIC60,https://www.yeastgenome.org/locus/S000001724
YKR017C,HEL1,https://www.yeastgenome.org/locus/S000001725
YKR018C,YKR018C,https://www.yeastgenome.org/locus/S000001726
YKR019C,IRS4,https://www.yeastgenome.org/locus/S000001727
YKR020W,VPS51,https://www.yeastgenome.org/locus/S000001728
YKR021W,ALY1,https://www.yeastgenome.org/locus/S000001729
YKR022C,NTR2,https://www.yeastgenome.org/locus/S000001730
YKR023W,RQT4,https://www.yeastgenome.org/locus/S000001731
YKR024C,DBP7,https://www.yeastgenome.org/locus/S000001732
YKR025W,RPC37,https://www.yeastgenome.org/locus/S000001733
YKR026C,GCN3,https://www.yeastgenome.org/locus/S000001734
YKR027W,BCH2,https://www.yeastgenome.org/locus/S000001735
YKR028W,SAP190,https://www.yeastgenome.org/locus/S000001736
YKR029C,SET3,https://www.yeastgenome.org/locus/S000001737
YKR030W,GMH1,https://www.yeastgenome.org/locus/S000001738
YKR031C,SPO14,https://www.yeastgenome.org/locus/S000001739
YKR032W,YKR032W,https://www.yeastgenome.org/locus/S000001740
YKR033C,YKR033C,https://www.yeastgenome.org/locus/S000001741
YKR034W,DAL80,https://www.yeastgenome.org/locus/S000001742
YKR035C,YKR035C,https://www.yeastgenome.org/locus/S000001743
YKR036C,CAF4,https://www.yeastgenome.org/locus/S000001744
YKR037C,SPC34,https://www.yeastgenome.org/locus/S000001745
YKR038C,KAE1,https://www.yeastgenome.org/locus/S000001746
YKR039W,GAP1,https://www.yeastgenome.org/locus/S000001747
YKR040C,YKR040C,https://www.yeastgenome.org/locus/S000001748
YKR041W,YKR041W,https://www.yeastgenome.org/locus/S000001749
YKR042W,UTH1,https://www.yeastgenome.org/locus/S000001750
YKR043C,SHB17,https://www.yeastgenome.org/locus/S000001751
YKR044W,UIP5,https://www.yeastgenome.org/locus/S000001752
YKR045C,YKR045C,https://www.yeastgenome.org/locus/S000001753
YKR046C,PLN1,https://www.yeastgenome.org/locus/S000001754
YKR047W,YKR047W,https://www.yeastgenome.org/locus/S000001755
YKR048C,NAP1,https://www.yeastgenome.org/locus/S000001756
YKR049C,FMP46,https://www.yeastgenome.org/locus/S000001757
YKR050W,TRK2,https://www.yeastgenome.org/locus/S000001758
YKR051W,HFL1,https://www.yeastgenome.org/locus/S000001759
YKR052C,MRS4,https://www.yeastgenome.org/locus/S000001760
YKR053C,YSR3,https://www.yeastgenome.org/locus/S000001761
YKR054C,DYN1,https://www.yeastgenome.org/locus/S000001762
YKR055W,RHO4,https://www.yeastgenome.org/locus/S000001763
YKR056W,TRM2,https://www.yeastgenome.org/locus/S000001764
YKR058W,GLG1,https://www.yeastgenome.org/locus/S000001766
YKR059W,TIF1,https://www.yeastgenome.org/locus/S000001767
YKR060W,UTP30,https://www.yeastgenome.org/locus/S000001768
YKR061W,KTR2,https://www.yeastgenome.org/locus/S000001769
YKR062W,TFA2,https://www.yeastgenome.org/locus/S000001770
YKR063C,LAS1,https://www.yeastgenome.org/locus/S000001771
YKR064W,OAF3,https://www.yeastgenome.org/locus/S000001772
YKR065C,PAM17,https://www.yeastgenome.org/locus/S000001773
YKR066C,CCP1,https://www.yeastgenome.org/locus/S000001774
YKR067W,GPT2,https://www.yeastgenome.org/locus/S000001775
YKR068C,BET3,https://www.yeastgenome.org/locus/S000001776
YKR069W,MET1,https://www.yeastgenome.org/locus/S000001777
YKR070W,YKR070W,https://www.yeastgenome.org/locus/S000001778
YKR071C,DRE2,https://www.yeastgenome.org/locus/S000001779
YKR072C,SIS2,https://www.yeastgenome.org/locus/S000001780
YKR073C,YKR073C,https://www.yeastgenome.org/locus/S000001781
YKR074W,AIM29,https://www.yeastgenome.org/locus/S000001782
YKR075C,YKR075C,https://www.yeastgenome.org/locus/S000001783
YKR076W,ECM4,https://www.yeastgenome.org/locus/S000001784
YKR077W,MSA2,https://www.yeastgenome.org/locus/S000001785
YKR078W,YKR078W,https://www.yeastgenome.org/locus/S000001786
YKR079C,TRZ1,https://www.yeastgenome.org/locus/S000001787
YKR080W,MTD1,https://www.yeastgenome.org/locus/S000001788
YKR081C,RPF2,https://www.yeastgenome.org/locus/S000001789
YKR082W,NUP133,https://www.yeastgenome.org/locus/S000001790
YKR083C,DAD2,https://www.yeastgenome.org/locus/S000001791
YKR084C,HBS1,https://www.yeastgenome.org/locus/S000001792
YKR085C,MRPL20,https://www.yeastgenome.org/locus/S000001793
YKR086W,PRP16,https://www.yeastgenome.org/locus/S000001794
YKR087C,OMA1,https://www.yeastgenome.org/locus/S000001795
YKR088C,TVP38,https://www.yeastgenome.org/locus/S000001796
YKR089C,TGL4,https://www.yeastgenome.org/locus/S000001797
YKR090W,PXL1,https://www.yeastgenome.org/locus/S000001798
YKR091W,SRL3,https://www.yeastgenome.org/locus/S000001799
YKR092C,SRP40,https://www.yeastgenome.org/locus/S000001800
YKR093W,PTR2,https://www.yeastgenome.org/locus/S000001801
YKR095W,MLP1,https://www.yeastgenome.org/locus/S000001803
YKR096W,ESL2,https://www.yeastgenome.org/locus/S000001804
YKR097W,PCK1,https://www.yeastgenome.org/locus/S000001805
YKR098C,UBP11,https://www.yeastgenome.org/locus/S000001806
YKR099W,BAS1,https://www.yeastgenome.org/locus/S000001807
YKR100C,SKG1,https://www.yeastgenome.org/locus/S000001808
YKR101W,SIR1,https://www.yeastgenome.org/locus/S000001809
YKR102W,FLO10,https://www.yeastgenome.org/locus/S000001810
YKR103W,NFT1,https://www.yeastgenome.org/locus/S000001811
YKR104W,YKR104W,https://www.yeastgenome.org/locus/S000001812
YKR105C,VBA5,https://www.yeastgenome.org/locus/S000001813
YKR106W,GEX2,https://www.yeastgenome.org/locus/S000001814
YLL001W,DNM1,https://www.yeastgenome.org/locus/S000003924
YLL002W,RTT109,https://www.yeastgenome.org/locus/S000003925
YLL003W,SFI1,https://www.yeastgenome.org/locus/S000003926
YLL004W,ORC3,https://www.yeastgenome.org/locus/S000003927
YLL005C,SPO75,https://www.yeastgenome.org/locus/S000003928
YLL006W,MMM1,https://www.yeastgenome.org/locus/S000003929
YLL007C,LMO1,https://www.yeastgenome.org/locus/S000003930
