ORF,Gene,URL
YER182W,FMP10,https://www.yeastgenome.org/locus/S000000984
YER183C,FAU1,https://www.yeastgenome.org/locus/S000000985
YER184C,TOG1,https://www.yeastgenome.org/locus/S000000986
YER185W,PUG1,https://www.yeastgenome.org/locus/S000000987
YER186C,YER186C,https://www.yeastgenome.org/locus/S000000988
YER187W,YER187W,https://www.yeastgenome.org/locus/S000000989
YER188W,YER188W,https://www.yeastgenome.org/locus/S000000990
YER189W,YER189W,https://www.yeastgenome.org/locus/S000000991
YER190W,YRF1-2,https://www.yeastgenome.org/locus/S000000992
YFL001W,DEG1,https://www.yeastgenome.org/locus/S000001895
YFL002C,SPB4,https://www.yeastgenome.org/locus/S000001894
YFL003C,MSH4,https://www.yeastgenome.org/locus/S000001891
YFL004W,VTC2,https://www.yeastgenome.org/locus/S000001890
YFL005W,SEC4,https://www.yeastgenome.org/locus/S000001889
YFL007W,BLM10,https://www.yeastgenome.org/locus/S000001887
YFL008W,SMC1,https://www.yeastgenome.org/locus/S000001886
YFL009W,CDC4,https://www.yeastgenome.org/locus/S000001885
YFL010C,WWM1,https://www.yeastgenome.org/locus/S000001884
YFL011W,HXT10,https://www.yeastgenome.org/locus/S000001883
YFL012W,YFL012W,https://www.yeastgenome.org/locus/S000001882
YFL013C,IES1,https://www.yeastgenome.org/locus/S000001881
YFL014W,HSP12,https://www.yeastgenome.org/locus/S000001880
YFL015C,YFL015C,https://www.yeastgenome.org/locus/S000001879
YFL016C,MDJ1,https://www.yeastgenome.org/locus/S000001878
YFL017C,GNA1,https://www.yeastgenome.org/locus/S000001877
YFL018C,LPD1,https://www.yeastgenome.org/locus/S000001876
YFL019C,YFL019C,https://www.yeastgenome.org/locus/S000001875
YFL020C,PAU5,https://www.yeastgenome.org/locus/S000001874
YFL021W,GAT1,https://www.yeastgenome.org/locus/S000001873
YFL022C,FRS2,https://www.yeastgenome.org/locus/S000001872
YFL023W,BUD27,https://www.yeastgenome.org/locus/S000001871
YFL024C,EPL1,https://www.yeastgenome.org/locus/S000001870
YFL025C,BST1,https://www.yeastgenome.org/locus/S000001869
YFL026W,STE2,https://www.yeastgenome.org/locus/S000001868
YFL027C,GYP8,https://www.yeastgenome.org/locus/S000001867
YFL028C,CAF16,https://www.yeastgenome.org/locus/S000001866
YFL029C,CAK1,https://www.yeastgenome.org/locus/S000001865
YFL030W,AGX1,https://www.yeastgenome.org/locus/S000001864
YFL032W,YFL032W,https://www.yeastgenome.org/locus/S000001862
YFL033C,RIM15,https://www.yeastgenome.org/locus/S000001861
YFL034W,MIL1,https://www.yeastgenome.org/locus/S000001860
YFL036W,RPO41,https://www.yeastgenome.org/locus/S000001858
YFL037W,TUB2,https://www.yeastgenome.org/locus/S000001857
YFL038C,YPT1,https://www.yeastgenome.org/locus/S000001856
YFL040W,YFL040W,https://www.yeastgenome.org/locus/S000001854
YFL041W,FET5,https://www.yeastgenome.org/locus/S000001853
YFL042C,LAM5,https://www.yeastgenome.org/locus/S000001852
YFL044C,OTU1,https://www.yeastgenome.org/locus/S000001850
YFL045C,SEC53,https://www.yeastgenome.org/locus/S000001849
YFL046W,FMP32,https://www.yeastgenome.org/locus/S000001848
YFL047W,RGD2,https://www.yeastgenome.org/locus/S000001847
YFL048C,EMP47,https://www.yeastgenome.org/locus/S000001846
YFL049W,SWP82,https://www.yeastgenome.org/locus/S000001845
YFL050C,ALR2,https://www.yeastgenome.org/locus/S000001844
YFL051C,YFL051C,https://www.yeastgenome.org/locus/S000001843
YFL052W,ZNF1,https://www.yeastgenome.org/locus/S000001842
YFL053W,DAK2,https://www.yeastgenome.org/locus/S000001841
YFL054C,AQY3,https://www.yeastgenome.org/locus/S000001840
YFL055W,AGP3,https://www.yeastgenome.org/locus/S000001839
YFL056C,AAD6,https://www.yeastgenome.org/locus/
YFL057C,AAD16,https://www.yeastgenome.org/locus/S000001837
YFL058W,THI5,https://www.yeastgenome.org/locus/S000001836
YFL059W,SNZ3,https://www.yeastgenome.org/locus/S000001835
YFL060C,SNO3,https://www.yeastgenome.org/locus/S000001834
YFL061W,DDI2,https://www.yeastgenome.org/locus/S000001833
YFL062W,COS4,https://www.yeastgenome.org/locus/S000001832
YFL063W,YFL063W,https://www.yeastgenome.org/locus/S000001831
YFL064C,YFL064C,https://www.yeastgenome.org/locus/S000001830
YFL065C,YFL065C,https://www.yeastgenome.org/locus/S000001829
YFL066C,YFL066C,https://www.yeastgenome.org/locus/S000001828
YFL067W,YFL067W,https://www.yeastgenome.org/locus/S000001827
YFL068W,YFL068W,https://www.yeastgenome.org/locus/S000001826
YFR001W,LOC1,https://www.yeastgenome.org/locus/S000001897
YFR002W,NIC96,https://www.yeastgenome.org/locus/S000001898
YFR003C,YPI1,https://www.yeastgenome.org/locus/S000001899
YFR004W,RPN11,https://www.yeastgenome.org/locus/S000001900
YFR005C,SAD1,https://www.yeastgenome.org/locus/S000001901
YFR006W,YFR006W,https://www.yeastgenome.org/locus/S000001902
YFR007W,YFH7,https://www.yeastgenome.org/locus/S000001903
YFR008W,FAR7,https://www.yeastgenome.org/locus/S000001904
YFR009W,GCN20,https://www.yeastgenome.org/locus/S000001905
YFR010W,UBP6,https://www.yeastgenome.org/locus/S000001906
YFR011C,MIC19,https://www.yeastgenome.org/locus/S000001907
YFR012W,DCV1,https://www.yeastgenome.org/locus/S000001908
YFR013W,IOC3,https://www.yeastgenome.org/locus/S000001909
YFR014C,CMK1,https://www.yeastgenome.org/locus/S000001910
YFR015C,GSY1,https://www.yeastgenome.org/locus/S000001911
YFR016C,YFR016C,https://www.yeastgenome.org/locus/S000001912
YFR017C,IGD1,https://www.yeastgenome.org/locus/S000001913
YFR018C,YFR018C,https://www.yeastgenome.org/locus/S000001914
YFR019W,FAB1,https://www.yeastgenome.org/locus/S000001915
YFR020W,CSS2,https://www.yeastgenome.org/locus/S000001916
YFR021W,ATG18,https://www.yeastgenome.org/locus/S000001917
YFR022W,ROG3,https://www.yeastgenome.org/locus/S000001918
YFR023W,PES4,https://www.yeastgenome.org/locus/S000001919
YFR025C,HIS2,https://www.yeastgenome.org/locus/S000001921
YFR026C,ULI1,https://www.yeastgenome.org/locus/S000001922
YFR027W,ECO1,https://www.yeastgenome.org/locus/S000001923
YFR028C,CDC14,https://www.yeastgenome.org/locus/S000001924
YFR029W,PTR3,https://www.yeastgenome.org/locus/S000001925
YFR030W,MET10,https://www.yeastgenome.org/locus/S000001926
YFR031C,SMC2,https://www.yeastgenome.org/locus/S000001927
YFR032C,RRT5,https://www.yeastgenome.org/locus/S000001928
YFR033C,QCR6,https://www.yeastgenome.org/locus/S000001929
YFR034C,PHO4,https://www.yeastgenome.org/locus/S000001930
YFR035C,YFR035C,https://www.yeastgenome.org/locus/S000001931
YFR036W,CDC26,https://www.yeastgenome.org/locus/S000001932
YFR037C,RSC8,https://www.yeastgenome.org/locus/S000001933
YFR038W,IRC5,https://www.yeastgenome.org/locus/S000001934
YFR039C,OSW7,https://www.yeastgenome.org/locus/S000001935
YFR040W,SAP155,https://www.yeastgenome.org/locus/S000001936
YFR041C,ERJ5,https://www.yeastgenome.org/locus/S000001937
YFR042W,KEG1,https://www.yeastgenome.org/locus/S000001938
YFR043C,IRC6,https://www.yeastgenome.org/locus/S000001939
YFR044C,DUG1,https://www.yeastgenome.org/locus/S000001940
YFR046C,CNN1,https://www.yeastgenome.org/locus/S000001942
YFR047C,BNA6,https://www.yeastgenome.org/locus/S000001943
YFR048W,RMD8,https://www.yeastgenome.org/locus/S000001944
YFR049W,YMR31,https://www.yeastgenome.org/locus/S000001945
YFR050C,PRE4,https://www.yeastgenome.org/locus/S000001946
YFR051C,RET2,https://www.yeastgenome.org/locus/S000001947
YFR052W,RPN12,https://www.yeastgenome.org/locus/S000001948
YFR053C,HXK1,https://www.yeastgenome.org/locus/S000001949
YFR054C,YFR054C,https://www.yeastgenome.org/locus/S000001950
YFR055W,IRC7,https://www.yeastgenome.org/locus/S000001952
YFR056C,YFR056C,https://www.yeastgenome.org/locus/S000001951
YFR057W,YFR057W,https://www.yeastgenome.org/locus/S000001953
YGL001C,ERG26,https://www.yeastgenome.org/locus/S000002969
YGL002W,ERP6,https://www.yeastgenome.org/locus/S000002970
YGL003C,CDH1,https://www.yeastgenome.org/locus/S000002971
YGL004C,RPN14,https://www.yeastgenome.org/locus/S000002972
YGL005C,COG7,https://www.yeastgenome.org/locus/S000002973
YGL006W,PMC1,https://www.yeastgenome.org/locus/S000002974
YGL007W,BRP1,https://www.yeastgenome.org/locus/S000002975
YGL008C,PMA1,https://www.yeastgenome.org/locus/S000002976
YGL009C,LEU1,https://www.yeastgenome.org/locus/S000002977
YGL010W,MPO1,https://www.yeastgenome.org/locus/S000002978
YGL011C,SCL1,https://www.yeastgenome.org/locus/S000002979
YGL012W,ERG4,https://www.yeastgenome.org/locus/S000002980
YGL013C,PDR1,https://www.yeastgenome.org/locus/S000002981
YGL014W,PUF4,https://www.yeastgenome.org/locus/S000002982
YGL015C,YGL015C,https://www.yeastgenome.org/locus/S000002983
YGL016W,KAP122,https://www.yeastgenome.org/locus/S000002984
YGL017W,ATE1,https://www.yeastgenome.org/locus/S000002985
YGL018C,JAC1,https://www.yeastgenome.org/locus/S000002986
YGL019W,CKB1,https://www.yeastgenome.org/locus/S000002987
YGL020C,GET1,https://www.yeastgenome.org/locus/S000002988
YGL021W,ALK1,https://www.yeastgenome.org/locus/S000002989
YGL022W,STT3,https://www.yeastgenome.org/locus/S000002990
YGL023C,PIB2,https://www.yeastgenome.org/locus/S000002991
YGL024W,YGL024W,https://www.yeastgenome.org/locus/S000002992
YGL025C,PGD1,https://www.yeastgenome.org/locus/S000002993
YGL026C,TRP5,https://www.yeastgenome.org/locus/S000002994
YGL027C,CWH41,https://www.yeastgenome.org/locus/S000002995
YGL028C,SCW11,https://www.yeastgenome.org/locus/S000002996
YGL029W,CGR1,https://www.yeastgenome.org/locus/S000002997
YGL031C,RPL24A,https://www.yeastgenome.org/locus/S000002999
YGL032C,AGA2,https://www.yeastgenome.org/locus/S000003000
YGL034C,YGL034C,https://www.yeastgenome.org/locus/S000003002
YGL035C,MIG1,https://www.yeastgenome.org/locus/S000003003
YGL036W,YGL036W,https://www.yeastgenome.org/locus/S000003004
YGL037C,PNC1,https://www.yeastgenome.org/locus/S000003005
YGL038C,OCH1,https://www.yeastgenome.org/locus/S000003006
YGL039W,YGL039W,https://www.yeastgenome.org/locus/S000003007
YGL040C,HEM2,https://www.yeastgenome.org/locus/S000003008
YGL041C,YGL041C,https://www.yeastgenome.org/locus/S000003009
YGL042C,YGL042C,https://www.yeastgenome.org/locus/S000003010
YGL043W,DST1,https://www.yeastgenome.org/locus/S000003011
YGL044C,RNA15,https://www.yeastgenome.org/locus/S000003012
YGL045W,RIM8,https://www.yeastgenome.org/locus/S000003013
YGL047W,ALG13,https://www.yeastgenome.org/locus/S000003015
YGL048C,RPT6,https://www.yeastgenome.org/locus/S000003016
YGL049C,TIF4632,https://www.yeastgenome.org/locus/S000003017
YGL050W,TYW3,https://www.yeastgenome.org/locus/S000003018
YGL051W,MST27,https://www.yeastgenome.org/locus/S000003019
YGL052W,YGL052W,https://www.yeastgenome.org/locus/S000003020
YGL053W,PRM8,https://www.yeastgenome.org/locus/S000003021
YGL054C,ERV14,https://www.yeastgenome.org/locus/S000003022
YGL055W,OLE1,https://www.yeastgenome.org/locus/S000003023
YGL056C,SDS23,https://www.yeastgenome.org/locus/S000003024
YGL057C,GEP7,https://www.yeastgenome.org/locus/S000003025
YGL058W,RAD6,https://www.yeastgenome.org/locus/S000003026
YGL059W,PKP2,https://www.yeastgenome.org/locus/S000003027
YGL060W,YBP2,https://www.yeastgenome.org/locus/S000003028
YGL061C,DUO1,https://www.yeastgenome.org/locus/S000003029
YGL062W,PYC1,https://www.yeastgenome.org/locus/S000003030
YGL063W,PUS2,https://www.yeastgenome.org/locus/S000003031
YGL064C,MRH4,https://www.yeastgenome.org/locus/S000003032
YGL065C,ALG2,https://www.yeastgenome.org/locus/S000003033
YGL066W,SGF73,https://www.yeastgenome.org/locus/S000003034
YGL067W,NPY1,https://www.yeastgenome.org/locus/S000003035
YGL068W,MNP1,https://www.yeastgenome.org/locus/S000003036
YGL069C,YGL069C,https://www.yeastgenome.org/locus/S000003037
YGL070C,RPB9,https://www.yeastgenome.org/locus/S000003038
YGL071W,AFT1,https://www.yeastgenome.org/locus/S000003039
YGL072C,YGL072C,https://www.yeastgenome.org/locus/S000003040
YGL073W,HSF1,https://www.yeastgenome.org/locus/S000003041
YGL074C,YGL074C,https://www.yeastgenome.org/locus/S000003042
YGL075C,MPS2,https://www.yeastgenome.org/locus/S000003043
YGL077C,HNM1,https://www.yeastgenome.org/locus/S000003045
YGL078C,DBP3,https://www.yeastgenome.org/locus/S000003046
YGL079W,KXD1,https://www.yeastgenome.org/locus/S000003047
YGL080W,MPC1,https://www.yeastgenome.org/locus/S000003048
YGL081W,YGL081W,https://www.yeastgenome.org/locus/S000003049
YGL082W,YGL082W,https://www.yeastgenome.org/locus/S000003050
YGL083W,SCY1,https://www.yeastgenome.org/locus/S000003051
YGL084C,GUP1,https://www.yeastgenome.org/locus/S000003052
YGL085W,LCL3,https://www.yeastgenome.org/locus/S000003053
YGL086W,MAD1,https://www.yeastgenome.org/locus/S000003054
YGL088W,YGL088W,https://www.yeastgenome.org/locus/S000003056
YGL089C,MF(ALPHA)2,https://www.yeastgenome.org/locus/S000003057
YGL090W,LIF1,https://www.yeastgenome.org/locus/S000003058
YGL091C,NBP35,https://www.yeastgenome.org/locus/S000003059
YGL092W,NUP145,https://www.yeastgenome.org/locus/S000003060
YGL093W,SPC105,https://www.yeastgenome.org/locus/S000003061
YGL094C,PAN2,https://www.yeastgenome.org/locus/S000003062
YGL095C,VPS45,https://www.yeastgenome.org/locus/S000003063
YGL096W,TOS8,https://www.yeastgenome.org/locus/S000003064
YGL097W,SRM1,https://www.yeastgenome.org/locus/S000003065
YGL098W,USE1,https://www.yeastgenome.org/locus/S000003066
YGL099W,LSG1,https://www.yeastgenome.org/locus/S000003067
YGL100W,SEH1,https://www.yeastgenome.org/locus/S000003068
YGL101W,YGK1,https://www.yeastgenome.org/locus/S000003069
YGL102C,YGL102C,https://www.yeastgenome.org/locus/S000003070
YGL104C,VPS73,https://www.yeastgenome.org/locus/S000003072
YGL105W,ARC1,https://www.yeastgenome.org/locus/S000003073
YGL106W,MLC1,https://www.yeastgenome.org/locus/S000003074
YGL107C,RMD9,https://www.yeastgenome.org/locus/S000003075
YGL108C,YGL108C,https://www.yeastgenome.org/locus/S000003076
YGL109W,YGL109W,https://www.yeastgenome.org/locus/S000003077
YGL110C,CUE3,https://www.yeastgenome.org/locus/S000003078
YGL111W,NSA1,https://www.yeastgenome.org/locus/S000003079
YGL112C,TAF6,https://www.yeastgenome.org/locus/S000003080
YGL113W,SLD3,https://www.yeastgenome.org/locus/S000003081
YGL114W,YGL114W,https://www.yeastgenome.org/locus/S000003082
YGL115W,SNF4,https://www.yeastgenome.org/locus/S000003083
YGL116W,CDC20,https://www.yeastgenome.org/locus/S000003084
YGL117W,YGL117W,https://www.yeastgenome.org/locus/S000003085
YGL118C,YGL118C,https://www.yeastgenome.org/locus/S000003086
YGL119W,COQ8,https://www.yeastgenome.org/locus/S000003087
YGL120C,PRP43,https://www.yeastgenome.org/locus/S000003088
YGL121C,GPG1,https://www.yeastgenome.org/locus/S000003089
YGL122C,NAB2,https://www.yeastgenome.org/locus/S000003090
YGL123W,RPS2,https://www.yeastgenome.org/locus/S000003091
YGL124C,MON1,https://www.yeastgenome.org/locus/S000003092
YGL125W,MET13,https://www.yeastgenome.org/locus/S000003093
YGL126W,SCS3,https://www.yeastgenome.org/locus/S000003094
YGL127C,SOH1,https://www.yeastgenome.org/locus/S000003095
YGL128C,CWC23,https://www.yeastgenome.org/locus/S000003096
YGL129C,RSM23,https://www.yeastgenome.org/locus/S000003097
YGL130W,CEG1,https://www.yeastgenome.org/locus/S000003098
YGL131C,SNT2,https://www.yeastgenome.org/locus/S000003099
YGL132W,YGL132W,https://www.yeastgenome.org/locus/S000003100
YGL133W,ITC1,https://www.yeastgenome.org/locus/S000003101
YGL134W,PCL10,https://www.yeastgenome.org/locus/S000003102
YGL135W,RPL1B,https://www.yeastgenome.org/locus/S000003103
YGL136C,MRM2,https://www.yeastgenome.org/locus/S000003104
YGL138C,YGL138C,https://www.yeastgenome.org/locus/S000003106
YGL139W,FLC3,https://www.yeastgenome.org/locus/S000003107
YGL140C,YGL140C,https://www.yeastgenome.org/locus/S000003108
YGL141W,HUL5,https://www.yeastgenome.org/locus/S000003109
YGL142C,GPI10,https://www.yeastgenome.org/locus/S000003110
YGL143C,MRF1,https://www.yeastgenome.org/locus/S000003111
YGL144C,ROG1,https://www.yeastgenome.org/locus/S000003112
YGL145W,TIP20,https://www.yeastgenome.org/locus/S000003113
YGL146C,RRT6,https://www.yeastgenome.org/locus/S000003114
YGL147C,RPL9A,https://www.yeastgenome.org/locus/S000003115
YGL148W,ARO2,https://www.yeastgenome.org/locus/S000003116
YGL149W,YGL149W,https://www.yeastgenome.org/locus/S000003117
YGL150C,INO80,https://www.yeastgenome.org/locus/S000003118
YGL151W,NUT1,https://www.yeastgenome.org/locus/S000003119
YGL152C,YGL152C,https://www.yeastgenome.org/locus/S000003120
YGL153W,PEX14,https://www.yeastgenome.org/locus/S000003121
YGL154C,LYS5,https://www.yeastgenome.org/locus/S000003122
YGL155W,CDC43,https://www.yeastgenome.org/locus/S000003123
YGL156W,AMS1,https://www.yeastgenome.org/locus/S000003124
YGL157W,ARI1,https://www.yeastgenome.org/locus/S000003125
YGL158W,RCK1,https://www.yeastgenome.org/locus/S000003126
YGL159W,YGL159W,https://www.yeastgenome.org/locus/S000003127
YGL160W,AIM14,https://www.yeastgenome.org/locus/S000003128
YGL161C,YIP5,https://www.yeastgenome.org/locus/S000003129
YGL162W,SUT1,https://www.yeastgenome.org/locus/S000003130
YGL163C,RAD54,https://www.yeastgenome.org/locus/S000003131
YGL164C,YRB30,https://www.yeastgenome.org/locus/S000003132
YGL165C,YGL165C,https://www.yeastgenome.org/locus/S000003133
YGL166W,CUP2,https://www.yeastgenome.org/locus/S000003134
YGL167C,PMR1,https://www.yeastgenome.org/locus/S000003135
YGL168W,HUR1,https://www.yeastgenome.org/locus/S000003136
YGL169W,SUA5,https://www.yeastgenome.org/locus/S000003137
YGL170C,SPO74,https://www.yeastgenome.org/locus/S000003138
YGL171W,ROK1,https://www.yeastgenome.org/locus/S000003139
YGL172W,NUP49,https://www.yeastgenome.org/locus/S000003140
YGL173C,XRN1,https://www.yeastgenome.org/locus/S000003141
YGL174W,BUD13,https://www.yeastgenome.org/locus/S000003142
YGL175C,SAE2,https://www.yeastgenome.org/locus/S000003143
YGL176C,YGL176C,https://www.yeastgenome.org/locus/S000003144
YGL177W,YGL177W,https://www.yeastgenome.org/locus/S000003145
YGL179C,TOS3,https://www.yeastgenome.org/locus/S000003147
YGL180W,ATG1,https://www.yeastgenome.org/locus/S000003148
YGL181W,GTS1,https://www.yeastgenome.org/locus/S000003149
YGL182C,YGL182C,https://www.yeastgenome.org/locus/S000003150
YGL184C,STR3,https://www.yeastgenome.org/locus/S000003152
YGL185C,YGL185C,https://www.yeastgenome.org/locus/S000003153
YGL186C,TPN1,https://www.yeastgenome.org/locus/S000003154
YGL187C,COX4,https://www.yeastgenome.org/locus/S000003155
YGL188C,YGL188C,https://www.yeastgenome.org/locus/S000003156
YGL189C,RPS26A,https://www.yeastgenome.org/locus/S000003157
YGL190C,CDC55,https://www.yeastgenome.org/locus/S000003158
YGL191W,COX13,https://www.yeastgenome.org/locus/S000003159
YGL192W,IME4,https://www.yeastgenome.org/locus/S000003160
YGL193C,YGL193C,https://www.yeastgenome.org/locus/S000003161
YGL194C,HOS2,https://www.yeastgenome.org/locus/S000003162
YGL195W,GCN1,https://www.yeastgenome.org/locus/S000003163
YGL196W,DSD1,https://www.yeastgenome.org/locus/S000003164
YGL197W,MDS3,https://www.yeastgenome.org/locus/S000003165
YGL198W,YIP4,https://www.yeastgenome.org/locus/S000003166
YGL199C,YGL199C,https://www.yeastgenome.org/locus/S000003167
YGL200C,EMP24,https://www.yeastgenome.org/locus/S000003168
YGL201C,MCM6,https://www.yeastgenome.org/locus/S000003169
YGL202W,ARO8,https://www.yeastgenome.org/locus/S000003170
YGL203C,KEX1,https://www.yeastgenome.org/locus/S000003171
YGL204C,YGL204C,https://www.yeastgenome.org/locus/S000003172
YGL205W,POX1,https://www.yeastgenome.org/locus/S000003173
YGL206C,CHC1,https://www.yeastgenome.org/locus/S000003174
YGL207W,SPT16,https://www.yeastgenome.org/locus/S000003175
YGL208W,SIP2,https://www.yeastgenome.org/locus/S000003176
YGL209W,MIG2,https://www.yeastgenome.org/locus/S000003177
YGL210W,YPT32,https://www.yeastgenome.org/locus/S000003178
YGL211W,NCS6,https://www.yeastgenome.org/locus/S000003179
YGL212W,VAM7,https://www.yeastgenome.org/locus/S000003180
YGL213C,SKI8,https://www.yeastgenome.org/locus/S000003181
YGL214W,YGL214W,https://www.yeastgenome.org/locus/S000003182
YGL215W,CLG1,https://www.yeastgenome.org/locus/S000003183
YGL216W,KIP3,https://www.yeastgenome.org/locus/S000003184
YGL217C,YGL217C,https://www.yeastgenome.org/locus/S000003185
YGL218W,YGL218W,https://www.yeastgenome.org/locus/S000003186
YGL219C,MDM34,https://www.yeastgenome.org/locus/S000003187
YGL220W,BOL2,https://www.yeastgenome.org/locus/S000003188
YGL221C,NIF3,https://www.yeastgenome.org/locus/S000003189
YGL222C,EDC1,https://www.yeastgenome.org/locus/S000003190
YGL223C,COG1,https://www.yeastgenome.org/locus/S000003191
YGL224C,SDT1,https://www.yeastgenome.org/locus/S000003192
YGL225W,VRG4,https://www.yeastgenome.org/locus/S000003193
YGL226W,MTC3,https://www.yeastgenome.org/locus/S000003195
YGL227W,VID30,https://www.yeastgenome.org/locus/S000003196
YGL228W,SHE10,https://www.yeastgenome.org/locus/S000003197
YGL229C,SAP4,https://www.yeastgenome.org/locus/S000003198
YGL230C,YGL230C,https://www.yeastgenome.org/locus/S000003199
YGL231C,EMC4,https://www.yeastgenome.org/locus/S000003200
YGL233W,SEC15,https://www.yeastgenome.org/locus/S000003202
YGL234W,ADE5,https://www.yeastgenome.org/locus/S000003203
YGL235W,YGL235W,https://www.yeastgenome.org/locus/S000003204
YGL236C,MTO1,https://www.yeastgenome.org/locus/S000003205
YGL237C,HAP2,https://www.yeastgenome.org/locus/S000003206
YGL238W,CSE1,https://www.yeastgenome.org/locus/S000003207
YGL239C,YGL239C,https://www.yeastgenome.org/locus/S000003208
YGL240W,DOC1,https://www.yeastgenome.org/locus/S000003209
YGL241W,KAP114,https://www.yeastgenome.org/locus/S000003210
YGL242C,YGL242C,https://www.yeastgenome.org/locus/S000003211
YGL243W,TAD1,https://www.yeastgenome.org/locus/S000003212
YGL244W,RTF1,https://www.yeastgenome.org/locus/S000003213
YGL245W,GUS1,https://www.yeastgenome.org/locus/S000003214
YGL246C,RAI1,https://www.yeastgenome.org/locus/S000003215
YGL247W,BRR6,https://www.yeastgenome.org/locus/S000003216
YGL248W,PDE1,https://www.yeastgenome.org/locus/S000003217
YGL249W,ZIP2,https://www.yeastgenome.org/locus/S000003218
YGL250W,RMR1,https://www.yeastgenome.org/locus/S000003219
YGL252C,RTG2,https://www.yeastgenome.org/locus/S000003221
YGL253W,HXK2,https://www.yeastgenome.org/locus/S000003222
YGL254W,FZF1,https://www.yeastgenome.org/locus/S000003223
YGL255W,ZRT1,https://www.yeastgenome.org/locus/S000003224
YGL256W,ADH4,https://www.yeastgenome.org/locus/S000003225
YGL257C,MNT2,https://www.yeastgenome.org/locus/S000003226
YGL258W,VEL1,https://www.yeastgenome.org/locus/S000003227
YGL259W,YPS5,https://www.yeastgenome.org/locus/S000003228
YGL260W,YGL260W,https://www.yeastgenome.org/locus/S000003229
YGL261C,PAU11,https://www.yeastgenome.org/locus/S000003230
YGL262W,YGL262W,https://www.yeastgenome.org/locus/S000003231
YGL263W,COS12,https://www.yeastgenome.org/locus/S000003232
YGR002C,SWC4,https://www.yeastgenome.org/locus/S000003234
YGR003W,CUL3,https://www.yeastgenome.org/locus/S000003235
YGR004W,PEX31,https://www.yeastgenome.org/locus/S000003236
YGR005C,TFG2,https://www.yeastgenome.org/locus/S000003237
YGR006W,PRP18,https://www.yeastgenome.org/locus/S000003238
YGR007W,ECT1,https://www.yeastgenome.org/locus/S000003239
YGR008C,STF2,https://www.yeastgenome.org/locus/S000003240
YGR009C,SEC9,https://www.yeastgenome.org/locus/S000003241
YGR010W,NMA2,https://www.yeastgenome.org/locus/S000003242
YGR011W,YGR011W,https://www.yeastgenome.org/locus/S000003243
YGR012W,MCY1,https://www.yeastgenome.org/locus/S000003244
YGR013W,SNU71,https://www.yeastgenome.org/locus/S000003245
YGR014W,MSB2,https://www.yeastgenome.org/locus/S000003246
YGR015C,EAT1,https://www.yeastgenome.org/locus/S000003247
YGR016W,YGR016W,https://www.yeastgenome.org/locus/S000003248
YGR017W,YGR017W,https://www.yeastgenome.org/locus/S000003249
YGR018C,YGR018C,https://www.yeastgenome.org/locus/S000003250
YGR019W,UGA1,https://www.yeastgenome.org/locus/S000003251
YGR020C,VMA7,https://www.yeastgenome.org/locus/S000003252
YGR021W,DPC29,https://www.yeastgenome.org/locus/S000003253
YGR022C,YGR022C,https://www.yeastgenome.org/locus/S000003254
YGR023W,MTL1,https://www.yeastgenome.org/locus/S000003255
YGR024C,THG1,https://www.yeastgenome.org/locus/S000003256
YGR025W,YGR025W,https://www.yeastgenome.org/locus/S000003257
YGR026W,YGR026W,https://www.yeastgenome.org/locus/S000003258
YGR027C,RPS25A,https://www.yeastgenome.org/locus/S000003259
YGR028W,MSP1,https://www.yeastgenome.org/locus/S000003260
YGR030C,POP6,https://www.yeastgenome.org/locus/S000003262
YGR031W,IMO32,https://www.yeastgenome.org/locus/S000003263
YGR032W,GSC2,https://www.yeastgenome.org/locus/S000003264
YGR033C,TIM21,https://www.yeastgenome.org/locus/S000003265
YGR035C,YGR035C,https://www.yeastgenome.org/locus/S000003267
YGR036C,CAX4,https://www.yeastgenome.org/locus/S000003268
YGR037C,ACB1,https://www.yeastgenome.org/locus/S000003269
YGR038W,ORM1,https://www.yeastgenome.org/locus/S000003270
YGR039W,YGR039W,https://www.yeastgenome.org/locus/S000003271
YGR040W,KSS1,https://www.yeastgenome.org/locus/S000003272
YGR041W,BUD9,https://www.yeastgenome.org/locus/S000003273
YGR042W,MTE1,https://www.yeastgenome.org/locus/S000003274
YGR043C,NQM1,https://www.yeastgenome.org/locus/S000003275
YGR044C,RME1,https://www.yeastgenome.org/locus/S000003276
YGR045C,YGR045C,https://www.yeastgenome.org/locus/S000003277
YGR046W,TAM41,https://www.yeastgenome.org/locus/S000003278
YGR047C,TFC4,https://www.yeastgenome.org/locus/S000003279
YGR048W,UFD1,https://www.yeastgenome.org/locus/S000003280
YGR049W,SCM4,https://www.yeastgenome.org/locus/S000003281
YGR050C,YGR050C,https://www.yeastgenome.org/locus/S000003282
YGR051C,YGR051C,https://www.yeastgenome.org/locus/S000003283
YGR052W,FMP48,https://www.yeastgenome.org/locus/S000003284
YGR053C,MCO32,https://www.yeastgenome.org/locus/S000003285
YGR054W,YGR054W,https://www.yeastgenome.org/locus/S000003286
YGR055W,MUP1,https://www.yeastgenome.org/locus/S000003287
YGR056W,RSC1,https://www.yeastgenome.org/locus/S000003288
YGR057C,LST7,https://www.yeastgenome.org/locus/S000003289
YGR058W,PEF1,https://www.yeastgenome.org/locus/S000003290
YGR059W,SPR3,https://www.yeastgenome.org/locus/S000003291
